bp	annual_hunting_mortality
3610	0.046909
3609	0.046909
3608	0.046909
3607	0.046909
3606	0.046909
3605	0.046909
3604	0.046909
3603	0.046909
3602	0.046909
3601	0.046909
3600	0.046909
3599	0.046720
3598	0.046531
3597	0.046342
3596	0.046153
3595	0.045964
3594	0.045776
3593	0.045587
3592	0.045398
3591	0.045209
3590	0.045020
3589	0.044831
3588	0.044642
3587	0.044454
3586	0.044265
3585	0.044076
3584	0.043887
3583	0.043698
3582	0.043509
3581	0.043321
3580	0.043132
3579	0.042943
3578	0.042754
3577	0.042565
3576	0.042376
3575	0.042188
3574	0.041999
3573	0.041810
3572	0.041621
3571	0.041432
3570	0.041243
3569	0.041054
3568	0.040866
3567	0.040677
3566	0.040488
3565	0.040299
3564	0.040110
3563	0.039921
3562	0.039733
3561	0.039544
3560	0.039355
3559	0.039166
3558	0.038977
3557	0.038788
3556	0.038599
3555	0.038411
3554	0.038222
3553	0.038033
3552	0.037844
3551	0.037655
3550	0.037466
3549	0.037278
3548	0.037089
3547	0.036900
3546	0.036711
3545	0.036522
3544	0.036333
3543	0.036144
3542	0.035956
3541	0.035767
3540	0.035578
3539	0.035389
3538	0.035200
3537	0.035011
3536	0.034823
3535	0.034634
3534	0.034445
3533	0.034256
3532	0.034067
3531	0.033878
3530	0.033690
3529	0.033501
3528	0.033312
3527	0.033123
3526	0.032934
3525	0.032745
3524	0.032556
3523	0.032368
3522	0.032179
3521	0.031990
3520	0.031801
3519	0.031612
3518	0.031423
3517	0.031235
3516	0.031046
3515	0.030857
3514	0.030668
3513	0.030479
3512	0.030290
3511	0.030101
3510	0.029913
3509	0.029724
3508	0.029535
3507	0.029346
3506	0.029157
3505	0.028968
3504	0.028780
3503	0.028591
3502	0.028402
3501	0.028213
3500	0.028024
3499	0.027835
3498	0.027647
3497	0.027458
3496	0.027269
3495	0.027080
3494	0.026891
3493	0.026702
3492	0.026513
3491	0.026325
3490	0.026136
3489	0.025947
3488	0.025758
3487	0.025569
3486	0.025380
3485	0.025192
3484	0.025003
3483	0.024814
3482	0.024625
3481	0.024436
3480	0.024247
3479	0.024058
3478	0.023870
3477	0.023681
3476	0.023492
3475	0.023303
3474	0.023114
3473	0.022925
3472	0.022737
3471	0.022548
3470	0.022359
3469	0.022170
3468	0.021981
3467	0.021792
3466	0.021603
